customer_id,first_name,last_name,age,gender,signup_date,loyalty_points
CUST00136,FName136,LName136,39,Other,2018-07-26 18:51:56,3760
CUST00137,FName137,LName137,44,Male,2022-06-17 01:13:08,3730
CUST00138,FName138,LName138,52,Other,2021-05-18 16:04:59,1403
CUST00139,FName139,LName139,18,Other,2021-02-04 14:43:30,1990
CUST00140,FName140,LName140,52,Other,2020-05-20 20:06:30,1104
CUST00141,FName141,LName141,54,Male,2021-12-18 08:05:32,4800
CUST00142,FName142,LName142,64,Male,2021-08-16 20:18:05,548
CUST00143,FName143,LName143,31,Other,2019-11-08 08:39:33,3448
CUST00144,FName144,LName144,20,Female,2019-03-29 06:33:32,1861
CUST00145,FName145,LName145,18,Other,2022-06-26 08:26:01,4249
CUST00146,FName146,LName146,22,Male,2019-10-04 20:49:10,570
CUST00147,FName147,LName147,43,Male,2018-01-18 19:58:30,1784
CUST00148,FName148,LName148,31,Male,2019-10-22 18:21:16,2287
CUST00149,FName149,LName149,56,Other,2021-01-20 14:17:10,2421
CUST00150,FName150,LName150,44,Female,2021-09-07 06:37:53,3972
CUST00151,FName151,LName151,26,Male,2018-02-19 16:52:09,804
CUST00152,FName152,LName152,32,Male,2022-07-02 03:45:09,798
CUST00153,FName153,LName153,32,Other,2022-01-22 18:19:16,3275
CUST00154,FName154,LName154,43,Female,2021-04-02 18:19:40,610
CUST00155,FName155,LName155,59,Other,2020-07-13 13:23:39,1806
CUST00156,FName156,LName156,30,Male,2020-08-03 13:46:05,4238
CUST00157,FName157,LName157,68,Female,2021-03-19 23:07:04,3260
CUST00158,FName158,LName158,49,Female,2019-03-17 13:17:20,4367
CUST00159,FName159,LName159,56,Male,2018-05-19 08:46:42,3371
CUST00160,FName160,LName160,66,Female,2020-08-24 04:37:37,2473
CUST00161,FName161,LName161,69,Female,2018-08-15 23:42:19,2093
CUST00162,FName162,LName162,49,Other,2018-01-14 12:18:18,2142
CUST00163,FName163,LName163,21,Male,2020-12-09 23:21:04,4001
CUST00164,FName164,LName164,47,Male,2018-08-27 01:28:32,3080
CUST00165,FName165,LName165,54,Male,2020-12-21 05:14:52,4554
CUST00166,FName166,LName166,40,Male,2021-02-25 00:12:03,1432
CUST00167,FName167,LName167,56,Male,2019-02-27 07:37:23,2517
CUST00168,FName168,LName168,62,Female,2019-03-09 17:32:50,2857
CUST00169,FName169,LName169,32,Other,2019-07-02 02:39:13,505
CUST00170,FName170,LName170,60,Male,2021-07-11 07:12:40,1096
CUST00171,FName171,LName171,46,Other,2021-06-22 07:44:13,4179
CUST00172,FName172,LName172,53,Other,2022-10-17 09:15:10,4154
CUST00173,FName173,LName173,30,Female,2018-03-21 14:17:17,1044
CUST00174,FName174,LName174,49,Male,2018-09-03 04:45:16,2204
CUST00175,FName175,LName175,24,Female,2022-07-10 07:54:11,3902
CUST00176,FName176,LName176,68,Male,2020-05-28 15:16:52,1352
CUST00177,FName177,LName177,39,Female,2018-11-15 15:49:45,1596
CUST00178,FName178,LName178,45,Other,2022-03-29 09:42:40,575
CUST00179,FName179,LName179,19,Male,2019-07-03 00:52:37,679
CUST00180,FName180,LName180,59,Other,2021-11-10 23:55:45,4298
CUST00181,FName181,LName181,62,Other,2019-12-19 14:57:58,3712
CUST00182,FName182,LName182,23,Female,2022-01-23 10:10:12,3828
CUST00183,FName183,LName183,45,Male,2018-05-01 22:24:03,1129
CUST00184,FName184,LName184,45,Other,2018-11-07 12:43:49,3904
CUST00185,FName185,LName185,61,Female,2019-04-18 21:28:19,3193
CUST00186,FName186,LName186,61,Male,2022-03-22 02:03:33,317
CUST00187,FName187,LName187,37,Male,2019-07-24 19:22:12,3696
CUST00188,FName188,LName188,47,Other,2021-11-25 03:58:46,4501
CUST00189,FName189,LName189,28,Male,2018-10-19 12:53:39,2996
CUST00190,FName190,LName190,45,Other,2020-01-09 08:21:52,3594
CUST00191,FName191,LName191,42,Male,2020-03-06 20:31:09,3209
CUST00192,FName192,LName192,56,Female,2018-11-08 02:09:39,2542
CUST00193,FName193,LName193,50,Other,2019-08-11 15:33:36,678
CUST00194,FName194,LName194,18,Other,2020-02-04 11:50:44,1889
CUST00195,FName195,LName195,44,Male,2020-08-17 14:05:03,1643
CUST00196,FName196,LName196,69,Male,2019-10-14 08:59:25,834
CUST00197,FName197,LName197,30,Other,2020-10-25 04:30:11,2241
CUST00198,FName198,LName198,58,Male,2018-03-03 02:42:36,2355
CUST00199,FName199,LName199,20,Female,2018-11-16 05:02:15,1668
CUST00200,FName200,LName200,56,Male,2018-06-01 07:19:30,2553
CUST00201,FName201,LName201,23,Female,2018-11-30 12:06:48,280
CUST00202,FName202,LName202,25,Female,2018-08-08 00:03:44,2762
CUST00203,FName203,LName203,44,Female,2021-04-13 23:59:55,4703
CUST00204,FName204,LName204,26,Female,2018-04-01 11:47:21,4578
CUST00205,FName205,LName205,54,Female,2018-01-08 06:32:53,1246
CUST00206,FName206,LName206,50,Male,2022-10-21 22:58:53,1772
CUST00207,FName207,LName207,68,Female,2021-09-13 18:03:28,2164
CUST00208,FName208,LName208,59,Male,2022-07-09 10:20:10,191
CUST00209,FName209,LName209,61,Female,2022-04-16 20:09:48,2835
CUST00210,FName210,LName210,41,Other,2018-06-27 01:48:09,2665
CUST00211,FName211,LName211,32,Female,2020-03-29 04:09:35,2563
CUST00212,FName212,LName212,49,Other,2019-01-14 18:47:30,306
CUST00213,FName213,LName213,49,Female,2019-03-25 08:10:22,531
CUST00214,FName214,LName214,41,Female,2020-02-01 20:21:54,4217
CUST00215,FName215,LName215,58,Female,2021-01-14 07:18:07,2696
CUST00216,FName216,LName216,69,Other,2022-08-21 06:12:14,4687
CUST00217,FName217,LName217,66,Other,2021-12-18 18:01:47,58
CUST00218,FName218,LName218,66,Female,2018-04-10 07:58:19,1573
CUST00219,FName219,LName219,69,Male,2020-08-07 20:25:15,1140
CUST00220,FName220,LName220,29,Female,2021-08-30 16:22:02,1810
CUST00221,FName221,LName221,56,Other,2020-08-06 21:52:16,3198
CUST00222,FName222,LName222,19,Female,2019-03-17 03:55:19,3476
CUST00223,FName223,LName223,20,Other,2022-07-23 07:26:40,4494
CUST00224,FName224,LName224,66,Other,2022-08-12 20:38:16,2562
CUST00225,FName225,LName225,54,Other,2018-12-13 04:00:22,2852
CUST00226,FName226,LName226,66,Female,2021-05-16 16:43:43,941
CUST00227,FName227,LName227,34,Other,2020-09-27 21:48:40,4623
CUST00228,FName228,LName228,66,Other,2021-03-03 13:34:48,1774
CUST00229,FName229,LName229,19,Female,2019-02-22 04:49:13,1421
CUST00230,FName230,LName230,19,Other,2018-07-22 01:52:42,435
CUST00231,FName231,LName231,45,Female,2018-10-30 21:30:35,839
CUST00232,FName232,LName232,40,Other,2021-05-07 21:38:43,4001
CUST00233,FName233,LName233,54,Male,2022-05-07 09:03:07,4455
CUST00234,FName234,LName234,49,Male,2019-01-26 16:06:14,4959
CUST00235,FName235,LName235,50,Other,2021-04-20 09:44:58,2681
CUST00236,FName236,LName236,18,Male,2019-12-02 16:41:29,1650
CUST00237,FName237,LName237,36,Female,2022-12-12 12:11:49,1245
CUST00238,FName238,LName238,19,Male,2022-02-21 09:30:25,2261
CUST00239,FName239,LName239,61,Other,2019-08-28 23:03:51,915
CUST00240,FName240,LName240,43,Other,2021-10-07 12:31:20,2639
CUST00241,FName241,LName241,49,Female,2018-03-26 11:11:21,3889
CUST00242,FName242,LName242,23,Other,2019-10-27 23:35:35,4481
CUST00243,FName243,LName243,49,Female,2021-05-02 22:19:17,1326
CUST00244,FName244,LName244,21,Male,2022-04-09 05:34:52,3358
CUST00245,FName245,LName245,28,Male,2021-08-28 14:52:53,1585
CUST00246,FName246,LName246,34,Female,2022-01-05 14:36:18,3368
CUST00247,FName247,LName247,55,Female,2020-05-03 13:27:28,388
CUST00248,FName248,LName248,41,Other,2018-10-19 08:00:59,2791
CUST00249,FName249,LName249,22,Male,2022-10-16 05:48:29,3332
CUST00250,FName250,LName250,69,Female,2022-11-17 16:30:49,703
CUST00251,FName251,LName251,51,Male,2019-03-05 00:58:13,2820
CUST00252,FName252,LName252,23,Female,2018-09-25 08:42:50,4959
CUST00253,FName253,LName253,39,Male,2022-07-07 05:45:47,1059
CUST00254,FName254,LName254,28,Other,2019-08-21 21:48:22,4174
CUST00255,FName255,LName255,65,Male,2018-01-31 09:43:34,1298
CUST00256,FName256,LName256,33,Male,2018-09-20 21:20:35,1301
CUST00257,FName257,LName257,50,Male,2019-10-28 23:56:35,673
CUST00258,FName258,LName258,26,Male,2021-05-11 11:12:17,2359
CUST00259,FName259,LName259,23,Male,2019-05-31 04:03:52,4299
CUST00260,FName260,LName260,33,Other,2019-12-16 13:48:41,4112
CUST00261,FName261,LName261,46,Female,2018-12-05 06:05:43,4571
CUST00262,FName262,LName262,20,Male,2021-06-21 13:13:59,3582
CUST00263,FName263,LName263,37,Other,2020-07-29 04:36:24,1016
CUST00264,FName264,LName264,53,Male,2022-05-04 02:18:39,209
CUST00265,FName265,LName265,36,Male,2021-05-21 06:54:46,498
CUST00266,FName266,LName266,43,Female,2018-10-19 22:13:16,428
CUST00267,FName267,LName267,20,Male,2021-02-12 11:43:36,3639
CUST00268,FName268,LName268,36,Other,2022-05-14 13:05:13,3151
CUST00269,FName269,LName269,37,Other,2019-09-04 15:14:03,2105
CUST00270,FName270,LName270,49,Female,2018-11-12 23:04:05,1553
CUST00271,FName271,LName271,24,Male,2019-05-10 12:12:53,3206
CUST00272,FName272,LName272,69,Other,2020-09-08 15:46:10,2569
CUST00273,FName273,LName273,58,Male,2021-10-23 16:54:15,2628
CUST00274,FName274,LName274,50,Male,2020-05-28 07:16:14,1876
CUST00275,FName275,LName275,57,Male,2022-11-05 14:54:06,4994
CUST00276,FName276,LName276,56,Female,2019-10-13 05:04:44,1067
CUST00277,FName277,LName277,35,Male,2021-03-19 00:12:35,1506
CUST00278,FName278,LName278,57,Other,2020-11-22 16:15:05,3013
CUST00279,FName279,LName279,18,Male,2018-04-13 04:18:45,1667
CUST00280,FName280,LName280,28,Other,2020-05-06 21:38:00,4588
CUST00281,FName281,LName281,45,Male,2021-07-30 01:13:42,4700
CUST00282,FName282,LName282,42,Other,2019-06-07 02:35:58,4066
CUST00283,FName283,LName283,67,Other,2018-01-26 22:31:45,947
CUST00284,FName284,LName284,40,Male,2019-02-08 15:25:39,4389
CUST00285,FName285,LName285,48,Male,2022-08-05 09:52:40,1171
CUST00286,FName286,LName286,47,Other,2021-02-20 09:11:47,171
CUST00287,FName287,LName287,59,Female,2020-11-18 13:14:18,4626
CUST00288,FName288,LName288,52,Male,2018-03-01 06:07:21,1143
CUST00289,FName289,LName289,24,Female,2021-05-16 16:16:06,1859
CUST00290,FName290,LName290,33,Male,2019-02-06 01:00:21,2188
CUST00291,FName291,LName291,43,Male,2018-06-03 01:29:01,2493
CUST00292,FName292,LName292,65,Male,2019-05-12 00:47:37,3577
CUST00293,FName293,LName293,69,Male,2019-05-02 08:32:33,188
CUST00294,FName294,LName294,66,Female,2018-08-05 10:10:08,4076
CUST00295,FName295,LName295,19,Male,2022-08-29 00:34:09,157
CUST00296,FName296,LName296,18,Other,2019-10-12 03:21:56,2717
CUST00297,FName297,LName297,65,Other,2020-07-09 03:15:34,1970
CUST00298,FName298,LName298,29,Female,2018-12-04 11:51:51,245
CUST00299,FName299,LName299,22,Male,2019-05-30 06:25:07,2903
CUST00300,FName300,LName300,54,Other,2020-08-27 09:14:38,2795
CUST00301,FName301,LName301,49,Female,2020-08-29 21:24:35,3824
CUST00302,FName302,LName302,26,Male,2021-09-03 04:36:33,2377
CUST00303,FName303,LName303,58,Other,2018-09-22 08:36:45,849
CUST00304,FName304,LName304,52,Other,2021-12-19 18:18:37,1810
CUST00305,FName305,LName305,36,Female,2022-07-05 18:05:20,3986
CUST00306,FName306,LName306,65,Male,2020-11-28 01:34:15,2126
CUST00307,FName307,LName307,33,Male,2018-02-07 10:51:03,4264
CUST00308,FName308,LName308,20,Other,2020-06-20 12:48:59,3030
CUST00309,FName309,LName309,37,Other,2018-11-30 12:47:26,2307
CUST00310,FName310,LName310,41,Other,2019-03-16 02:11:02,3076
CUST00311,FName311,LName311,50,Male,2019-03-13 14:52:07,2344
CUST00312,FName312,LName312,41,Female,2021-02-25 04:34:20,619
CUST00313,FName313,LName313,69,Female,2018-06-09 03:08:07,2902
CUST00314,FName314,LName314,28,Male,2021-10-02 23:46:23,2407
CUST00315,FName315,LName315,66,Female,2019-07-03 05:22:45,4452
CUST00316,FName316,LName316,25,Other,2022-02-21 23:31:57,3004
CUST00317,FName317,LName317,53,Female,2018-02-07 21:44:32,3914
CUST00318,FName318,LName318,55,Female,2018-04-27 14:31:38,2486
CUST00319,FName319,LName319,57,Female,2020-05-27 03:29:38,3402
CUST00320,FName320,LName320,37,Other,2020-04-25 09:17:16,3596
CUST00321,FName321,LName321,52,Male,2018-11-26 15:52:04,1677
CUST00322,FName322,LName322,65,Other,2022-01-10 01:35:12,4039
CUST00323,FName323,LName323,42,Male,2020-03-12 13:27:21,1304
CUST00324,FName324,LName324,52,Male,2021-07-10 14:35:33,4093
CUST00325,FName325,LName325,42,Male,2020-10-05 15:28:02,1963
CUST00326,FName326,LName326,46,Female,2019-05-24 20:20:03,3307
CUST00327,FName327,LName327,35,Female,2022-02-14 06:24:13,1361
CUST00328,FName328,LName328,63,Male,2022-07-26 16:19:53,4294
CUST00329,FName329,LName329,35,Male,2022-08-12 02:14:55,1787
CUST00330,FName330,LName330,19,Female,2022-05-14 16:00:25,1073
CUST00331,FName331,LName331,52,Other,2019-01-08 01:18:33,1165
CUST00332,FName332,LName332,33,Male,2019-03-10 02:55:25,3599
CUST00333,FName333,LName333,58,Other,2021-05-20 18:33:27,2717
CUST00334,FName334,LName334,53,Female,2018-07-14 13:42:30,3153
CUST00335,FName335,LName335,50,Male,2018-07-16 15:35:15,4126
CUST00336,FName336,LName336,21,Other,2022-04-11 05:09:41,3055
CUST00337,FName337,LName337,50,Other,2020-12-21 23:17:53,659
CUST00338,FName338,LName338,31,Other,2018-09-29 14:12:00,4642
CUST00339,FName339,LName339,38,Female,2020-05-03 06:57:23,2582
CUST00340,FName340,LName340,65,Female,2022-12-18 17:52:35,1129
CUST00341,FName341,LName341,37,Other,2021-11-06 11:44:39,2274
CUST00342,FName342,LName342,25,Other,2021-08-22 02:53:32,4466
CUST00343,FName343,LName343,24,Female,2022-11-27 21:33:55,1468
CUST00344,FName344,LName344,20,Other,2018-02-28 01:12:31,2102
CUST00345,FName345,LName345,34,Other,2020-11-29 19:12:21,3266
CUST00346,FName346,LName346,50,Female,2022-03-10 17:51:13,2471
CUST00347,FName347,LName347,65,Other,2019-07-13 23:10:03,1151
CUST00348,FName348,LName348,29,Other,2018-09-28 23:46:49,92
CUST00349,FName349,LName349,68,Other,2019-09-18 05:54:46,2566
CUST00350,FName350,LName350,39,Female,2021-12-10 18:29:25,1281
CUST00351,FName351,LName351,39,Other,2021-08-27 05:14:58,2900
CUST00352,FName352,LName352,63,Female,2020-06-06 15:28:47,2799
CUST00353,FName353,LName353,47,Female,2018-01-14 23:49:17,3177
CUST00354,FName354,LName354,55,Male,2022-03-27 01:54:23,4511
CUST00355,FName355,LName355,55,Male,2021-12-02 17:06:23,2604
CUST00356,FName356,LName356,62,Other,2021-01-11 22:13:20,3881
CUST00357,FName357,LName357,68,Female,2019-08-12 14:45:06,2413
CUST00358,FName358,LName358,25,Male,2019-10-10 13:54:44,1544
CUST00359,FName359,LName359,44,Other,2019-11-20 17:46:14,3530
CUST00360,FName360,LName360,44,Male,2020-01-20 16:35:30,2646
CUST00361,FName361,LName361,51,Male,2022-10-14 15:55:40,4784
CUST00362,FName362,LName362,38,Female,2022-07-27 11:19:44,2058
CUST00363,FName363,LName363,47,Female,2019-09-17 21:06:07,4514
CUST00364,FName364,LName364,50,Male,2021-09-11 17:52:25,1145
CUST00365,FName365,LName365,45,Male,2022-12-24 13:47:01,910
CUST00366,FName366,LName366,64,Female,2021-05-20 18:02:37,3306
CUST00367,FName367,LName367,50,Other,2020-05-09 09:26:31,1566
CUST00368,FName368,LName368,22,Female,2021-09-14 03:57:48,2395
CUST00369,FName369,LName369,65,Male,2021-04-10 05:16:16,3005
CUST00370,FName370,LName370,36,Other,2022-12-25 11:58:38,4507
CUST00371,FName371,LName371,21,Male,2021-01-05 05:24:35,4248
CUST00372,FName372,LName372,52,Other,2018-07-24 02:53:47,91
CUST00373,FName373,LName373,66,Male,2022-11-30 16:01:21,3992
CUST00374,FName374,LName374,34,Other,2019-07-02 11:26:34,330
CUST00375,FName375,LName375,61,Other,2022-05-15 12:44:07,954
CUST00376,FName376,LName376,45,Male,2022-01-31 17:44:23,3780
CUST00377,FName377,LName377,47,Other,2022-11-24 19:05:39,2601
CUST00378,FName378,LName378,46,Female,2018-02-03 00:38:27,2977
CUST00379,FName379,LName379,63,Male,2020-11-24 19:00:28,4289
CUST00380,FName380,LName380,23,Female,2018-11-08 21:19:20,529
CUST00381,FName381,LName381,52,Male,2018-07-10 09:42:41,2892
CUST00382,FName382,LName382,58,Other,2019-11-04 17:50:52,1266
CUST00383,FName383,LName383,54,Other,2018-08-08 02:45:43,1473
CUST00384,FName384,LName384,41,Other,2018-02-17 02:34:41,4734
CUST00385,FName385,LName385,46,Male,2020-06-06 02:59:59,1597
CUST00386,FName386,LName386,66,Female,2019-12-10 10:49:29,2525
CUST00387,FName387,LName387,63,Female,2019-01-18 03:12:27,4793
CUST00388,FName388,LName388,48,Male,2019-12-12 15:09:22,3761
CUST00389,FName389,LName389,52,Male,2018-12-25 04:46:33,2742
CUST00390,FName390,LName390,50,Female,2019-07-30 09:24:11,4635
CUST00391,FName391,LName391,69,Female,2022-06-24 04:21:12,4425
CUST00392,FName392,LName392,38,Female,2020-06-29 15:05:35,469
CUST00393,FName393,LName393,49,Female,2021-05-20 04:34:30,3830
CUST00394,FName394,LName394,40,Male,2021-04-05 22:25:10,533
CUST00395,FName395,LName395,50,Male,2018-03-13 00:04:38,4562
CUST00396,FName396,LName396,20,Other,2021-06-16 05:23:55,4055
CUST00397,FName397,LName397,35,Female,2019-08-24 16:00:24,3679
CUST00398,FName398,LName398,42,Other,2021-04-26 02:41:44,4087
CUST00399,FName399,LName399,59,Male,2019-05-03 21:58:14,761
CUST00400,FName400,LName400,48,Male,2021-10-09 05:52:08,890
